bmrb_id,query_orf_subid,pdb_id,subject_orf_subid,match_size,number_gaps,number_identities,query_orf_match_start
1017,insulin_B_chain,1vkt,B,30,0,25,1
1017,insulin_B_chain,1lnp,B,30,0,25,1
1017,insulin_B_chain,1lkq,B,30,0,25,1
1017,insulin_B_chain,1kmf,B,30,0,25,1
1017,insulin_B_chain,1k3m,B,30,0,25,1
1017,insulin_B_chain,1his,B,25,0,24,1
1017,insulin_B_chain,1bzv,B,25,0,24,1
1017,insulin_B_chain,1ho0,A,29,0,25,1
1017,insulin_B_chain,1t1q,B,30,0,24,1
1017,insulin_B_chain,1t1p,B,30,0,24,1
1017,insulin_B_chain,1t1k,B,30,0,24,1
1017,insulin_B_chain,3lri,A,32,2,17,1
1017,insulin_B_chain,3gf1,,25,0,14,6
1017,insulin_B_chain,2gf1,,25,0,14,6
1017,insulin_B_chain,1pmx,A,25,0,14,6
1017,insulin_B_chain,1bqt,,25,0,14,6
1017,insulin_B_chain,1b9g,A,21,0,13,6
1017,insulin_B_chain,1igl,,24,0,12,3
1018,insulin_A_chain,5aiy,K,21,0,21,1
1018,insulin_A_chain,5aiy,I,21,0,21,1
1018,insulin_A_chain,5aiy,G,21,0,21,1
1018,insulin_A_chain,5aiy,E,21,0,21,1
1018,insulin_A_chain,5aiy,C,21,0,21,1
1018,insulin_A_chain,5aiy,A,21,0,21,1
1018,insulin_A_chain,4aiy,K,21,0,21,1
1018,insulin_A_chain,4aiy,I,21,0,21,1
1018,insulin_A_chain,4aiy,G,21,0,21,1
1018,insulin_A_chain,4aiy,E,21,0,21,1
1018,insulin_A_chain,4aiy,C,21,0,21,1
1018,insulin_A_chain,4aiy,A,21,0,21,1
1018,insulin_A_chain,3aiy,K,21,0,21,1
1018,insulin_A_chain,3aiy,I,21,0,21,1
1018,insulin_A_chain,3aiy,G,21,0,21,1
1018,insulin_A_chain,3aiy,E,21,0,21,1
1018,insulin_A_chain,3aiy,C,21,0,21,1
1018,insulin_A_chain,3aiy,A,21,0,21,1
1018,insulin_A_chain,2hiu,A,21,0,21,1
1018,insulin_A_chain,2aiy,K,21,0,21,1
1018,insulin_A_chain,2aiy,I,21,0,21,1
1018,insulin_A_chain,2aiy,G,21,0,21,1
1018,insulin_A_chain,2aiy,E,21,0,21,1
1018,insulin_A_chain,2aiy,C,21,0,21,1
1018,insulin_A_chain,2aiy,A,21,0,21,1
1018,insulin_A_chain,1xgl,A,21,0,21,1
1018,insulin_A_chain,1t1q,A,21,0,21,1
1018,insulin_A_chain,1t1p,A,21,0,21,1
1018,insulin_A_chain,1t1k,A,21,0,21,1
1018,insulin_A_chain,1sju,,21,0,21,1
1018,insulin_A_chain,1sjt,A,21,0,21,1
1018,insulin_A_chain,1sf1,A,21,0,21,1
1018,insulin_A_chain,1mhj,A,21,0,21,1
1018,insulin_A_chain,1mhi,A,21,0,21,1
1018,insulin_A_chain,1lnp,A,21,0,21,1
1018,insulin_A_chain,1kmf,A,21,0,21,1
1018,insulin_A_chain,1jco,A,21,0,21,1
1018,insulin_A_chain,1hui,A,21,0,21,1
1018,insulin_A_chain,1hls,A,21,0,21,1
1018,insulin_A_chain,1hit,A,21,0,21,1
1018,insulin_A_chain,1his,A,21,0,21,1
1018,insulin_A_chain,1hiq,A,21,0,21,1
1018,insulin_A_chain,1efe,A,21,0,21,1
1018,insulin_A_chain,1bzv,A,21,0,21,1
1018,insulin_A_chain,1aiy,K,21,0,21,1
1018,insulin_A_chain,1aiy,I,21,0,21,1
1018,insulin_A_chain,1aiy,G,21,0,21,1
1018,insulin_A_chain,1aiy,E,21,0,21,1
1018,insulin_A_chain,1aiy,C,21,0,21,1
1018,insulin_A_chain,1aiy,A,21,0,21,1
1018,insulin_A_chain,1ai0,K,21,0,21,1
1018,insulin_A_chain,1ai0,I,21,0,21,1
1018,insulin_A_chain,1ai0,G,21,0,21,1
1018,insulin_A_chain,1ai0,E,21,0,21,1
1018,insulin_A_chain,1ai0,C,21,0,21,1
1018,insulin_A_chain,1ai0,A,21,0,21,1
1018,insulin_A_chain,1a7f,A,21,0,21,1
1018,insulin_A_chain,1k3m,A,21,0,20,1
1018,insulin_A_chain,1ioh,A,21,0,20,1
1018,insulin_A_chain,1iog,A,21,0,20,1
1018,insulin_A_chain,1lkq,A,18,0,18,4
1018,insulin_A_chain,1vkt,A,21,0,19,1
1018,insulin_A_chain,1igl,,20,0,12,1
1018,insulin_A_chain,3lri,A,20,0,11,1
1018,insulin_A_chain,3gf1,,20,0,11,1
1018,insulin_A_chain,2gf1,,20,0,11,1
1018,insulin_A_chain,1pmx,A,20,0,11,1
1018,insulin_A_chain,1bqt,,20,0,11,1
1018,insulin_A_chain,1b9g,A,20,0,11,1
1018,insulin_A_chain,1bon,A,20,0,10,1
1018,insulin_A_chain,1bom,A,20,0,10,1
1019,insulin_B_chain,1hls,B,30,0,28,1
1019,insulin_B_chain,5aiy,L,30,0,28,1
1019,insulin_B_chain,5aiy,J,30,0,28,1
1019,insulin_B_chain,5aiy,H,30,0,28,1
1019,insulin_B_chain,5aiy,F,30,0,28,1
1019,insulin_B_chain,5aiy,D,30,0,28,1
1019,insulin_B_chain,5aiy,B,30,0,28,1
1019,insulin_B_chain,4aiy,L,30,0,28,1
1019,insulin_B_chain,4aiy,J,30,0,28,1
1019,insulin_B_chain,4aiy,H,30,0,28,1
1019,insulin_B_chain,4aiy,F,30,0,28,1
1019,insulin_B_chain,4aiy,D,30,0,28,1
1019,insulin_B_chain,4aiy,B,30,0,28,1
1019,insulin_B_chain,3aiy,L,30,0,28,1
1019,insulin_B_chain,3aiy,J,30,0,28,1
1019,insulin_B_chain,3aiy,H,30,0,28,1
1019,insulin_B_chain,3aiy,F,30,0,28,1
1019,insulin_B_chain,3aiy,D,30,0,28,1
1019,insulin_B_chain,3aiy,B,30,0,28,1
1019,insulin_B_chain,2hiu,B,30,0,28,1
1019,insulin_B_chain,2aiy,L,30,0,28,1
1019,insulin_B_chain,2aiy,J,30,0,28,1
1019,insulin_B_chain,2aiy,H,30,0,28,1
1019,insulin_B_chain,2aiy,F,30,0,28,1
1019,insulin_B_chain,2aiy,D,30,0,28,1
1019,insulin_B_chain,2aiy,B,30,0,28,1
1019,insulin_B_chain,1xgl,B,30,0,28,1
1019,insulin_B_chain,1sf1,B,30,0,28,1
1019,insulin_B_chain,1efe,A,30,0,28,1
1019,insulin_B_chain,1aiy,L,30,0,28,1
1019,insulin_B_chain,1aiy,J,30,0,28,1
1019,insulin_B_chain,1aiy,H,30,0,28,1
1019,insulin_B_chain,1aiy,F,30,0,28,1
1019,insulin_B_chain,1aiy,D,30,0,28,1
1019,insulin_B_chain,1aiy,B,30,0,28,1
1019,insulin_B_chain,1ai0,L,30,0,28,1
1019,insulin_B_chain,1ai0,J,30,0,28,1
1019,insulin_B_chain,1ai0,H,30,0,28,1
1019,insulin_B_chain,1ai0,F,30,0,28,1
1019,insulin_B_chain,1ai0,D,30,0,28,1
1019,insulin_B_chain,1ai0,B,30,0,28,1
1019,insulin_B_chain,1mhi,B,30,0,27,1
1019,insulin_B_chain,1ioh,B,28,0,27,2
1019,insulin_B_chain,1iog,B,28,0,27,2
1019,insulin_B_chain,1hui,B,28,0,27,2
1019,insulin_B_chain,1a7f,B,29,0,27,1
1019,insulin_B_chain,1jco,B,30,0,27,1
1019,insulin_B_chain,1hiq,B,30,0,27,1
1019,insulin_B_chain,1hit,B,30,0,27,1
1019,insulin_B_chain,1mhj,B,30,1,27,1
1019,insulin_B_chain,1sju,,29,0,25,1
1019,insulin_B_chain,1sjt,B,29,0,25,1
1019,insulin_B_chain,1vkt,B,30,0,25,1
1019,insulin_B_chain,1lnp,B,30,0,25,1
1019,insulin_B_chain,1lkq,B,30,0,25,1
1019,insulin_B_chain,1kmf,B,30,0,25,1
1019,insulin_B_chain,1k3m,B,30,0,25,1
1019,insulin_B_chain,1his,B,25,0,24,1
1019,insulin_B_chain,1bzv,B,25,0,24,1
1019,insulin_B_chain,1ho0,A,29,0,25,1
1019,insulin_B_chain,1t1q,B,30,0,24,1
1019,insulin_B_chain,1t1p,B,30,0,24,1
1019,insulin_B_chain,1t1k,B,30,0,24,1
1019,insulin_B_chain,3lri,A,32,2,17,1
1019,insulin_B_chain,3gf1,,25,0,14,6
1019,insulin_B_chain,2gf1,,25,0,14,6
1019,insulin_B_chain,1pmx,A,25,0,14,6
1019,insulin_B_chain,1bqt,,25,0,14,6
1019,insulin_B_chain,1b9g,A,21,0,13,6
1019,insulin_B_chain,1igl,,24,0,12,3
1020,insulin_A_chain,5aiy,K,21,0,21,1
1020,insulin_A_chain,5aiy,I,21,0,21,1
1020,insulin_A_chain,5aiy,G,21,0,21,1
1020,insulin_A_chain,5aiy,E,21,0,21,1
1020,insulin_A_chain,5aiy,C,21,0,21,1
1020,insulin_A_chain,5aiy,A,21,0,21,1
1020,insulin_A_chain,4aiy,K,21,0,21,1
1020,insulin_A_chain,4aiy,I,21,0,21,1
1020,insulin_A_chain,4aiy,G,21,0,21,1
1020,insulin_A_chain,4aiy,E,21,0,21,1
1020,insulin_A_chain,4aiy,C,21,0,21,1
1020,insulin_A_chain,4aiy,A,21,0,21,1
1020,insulin_A_chain,3aiy,K,21,0,21,1
1020,insulin_A_chain,3aiy,I,21,0,21,1
1020,insulin_A_chain,3aiy,G,21,0,21,1
1020,insulin_A_chain,3aiy,E,21,0,21,1
1020,insulin_A_chain,3aiy,C,21,0,21,1
1020,insulin_A_chain,3aiy,A,21,0,21,1
1020,insulin_A_chain,2hiu,A,21,0,21,1
1020,insulin_A_chain,2aiy,K,21,0,21,1
1020,insulin_A_chain,2aiy,I,21,0,21,1
1020,insulin_A_chain,2aiy,G,21,0,21,1
1020,insulin_A_chain,2aiy,E,21,0,21,1
1020,insulin_A_chain,2aiy,C,21,0,21,1
1020,insulin_A_chain,2aiy,A,21,0,21,1
1020,insulin_A_chain,1xgl,A,21,0,21,1
1020,insulin_A_chain,1t1q,A,21,0,21,1
1020,insulin_A_chain,1t1p,A,21,0,21,1
1020,insulin_A_chain,1t1k,A,21,0,21,1
1020,insulin_A_chain,1sju,,21,0,21,1
1020,insulin_A_chain,1sjt,A,21,0,21,1
1020,insulin_A_chain,1sf1,A,21,0,21,1
1020,insulin_A_chain,1mhj,A,21,0,21,1
1020,insulin_A_chain,1mhi,A,21,0,21,1
1020,insulin_A_chain,1lnp,A,21,0,21,1
1020,insulin_A_chain,1kmf,A,21,0,21,1
1020,insulin_A_chain,1jco,A,21,0,21,1
1020,insulin_A_chain,1hui,A,21,0,21,1
1020,insulin_A_chain,1hls,A,21,0,21,1
1020,insulin_A_chain,1hit,A,21,0,21,1
1020,insulin_A_chain,1his,A,21,0,21,1
1020,insulin_A_chain,1hiq,A,21,0,21,1
1020,insulin_A_chain,1efe,A,21,0,21,1
1020,insulin_A_chain,1bzv,A,21,0,21,1
1020,insulin_A_chain,1aiy,K,21,0,21,1
1020,insulin_A_chain,1aiy,I,21,0,21,1
1020,insulin_A_chain,1aiy,G,21,0,21,1
1020,insulin_A_chain,1aiy,E,21,0,21,1
1020,insulin_A_chain,1aiy,C,21,0,21,1
1020,insulin_A_chain,1aiy,A,21,0,21,1
1020,insulin_A_chain,1ai0,K,21,0,21,1
1020,insulin_A_chain,1ai0,I,21,0,21,1
1020,insulin_A_chain,1ai0,G,21,0,21,1
1020,insulin_A_chain,1ai0,E,21,0,21,1
1020,insulin_A_chain,1ai0,C,21,0,21,1
1020,insulin_A_chain,1ai0,A,21,0,21,1
1020,insulin_A_chain,1a7f,A,21,0,21,1
1020,insulin_A_chain,1k3m,A,21,0,20,1
1020,insulin_A_chain,1ioh,A,21,0,20,1
1020,insulin_A_chain,1iog,A,21,0,20,1
1020,insulin_A_chain,1lkq,A,18,0,18,4
1020,insulin_A_chain,1vkt,A,21,0,19,1
1020,insulin_A_chain,1igl,,20,0,12,1
1020,insulin_A_chain,3lri,A,20,0,11,1
1020,insulin_A_chain,3gf1,,20,0,11,1
1020,insulin_A_chain,2gf1,,20,0,11,1
1020,insulin_A_chain,1pmx,A,20,0,11,1
1020,insulin_A_chain,1bqt,,20,0,11,1
1020,insulin_A_chain,1b9g,A,20,0,11,1
1020,insulin_A_chain,1bon,A,20,0,10,1
1020,insulin_A_chain,1bom,A,20,0,10,1
1021,insulin_B_chain,5aiy,L,30,0,29,1
1021,insulin_B_chain,5aiy,J,30,0,29,1
1021,insulin_B_chain,5aiy,H,30,0,29,1
1021,insulin_B_chain,5aiy,F,30,0,29,1
1021,insulin_B_chain,5aiy,D,30,0,29,1
1021,insulin_B_chain,5aiy,B,30,0,29,1
1021,insulin_B_chain,4aiy,L,30,0,29,1
1021,insulin_B_chain,4aiy,J,30,0,29,1
1021,insulin_B_chain,4aiy,H,30,0,29,1
1021,insulin_B_chain,4aiy,F,30,0,29,1
1021,insulin_B_chain,4aiy,D,30,0,29,1
1021,insulin_B_chain,4aiy,B,30,0,29,1
1021,insulin_B_chain,3aiy,L,30,0,29,1
1021,insulin_B_chain,3aiy,J,30,0,29,1
1021,insulin_B_chain,3aiy,H,30,0,29,1
1021,insulin_B_chain,3aiy,F,30,0,29,1
1021,insulin_B_chain,3aiy,D,30,0,29,1
1021,insulin_B_chain,3aiy,B,30,0,29,1
1021,insulin_B_chain,2hiu,B,30,0,29,1
1021,insulin_B_chain,2aiy,L,30,0,29,1
1021,insulin_B_chain,2aiy,J,30,0,29,1
1021,insulin_B_chain,2aiy,H,30,0,29,1
1021,insulin_B_chain,2aiy,F,30,0,29,1
1021,insulin_B_chain,2aiy,D,30,0,29,1
1021,insulin_B_chain,2aiy,B,30,0,29,1
1021,insulin_B_chain,1xgl,B,30,0,29,1
1021,insulin_B_chain,1sf1,B,30,0,29,1
1021,insulin_B_chain,1efe,A,30,0,29,1
1021,insulin_B_chain,1aiy,L,30,0,29,1
1021,insulin_B_chain,1aiy,J,30,0,29,1
1021,insulin_B_chain,1aiy,H,30,0,29,1
1021,insulin_B_chain,1aiy,F,30,0,29,1
1021,insulin_B_chain,1aiy,D,30,0,29,1
1021,insulin_B_chain,1aiy,B,30,0,29,1
1021,insulin_B_chain,1ai0,L,30,0,29,1
1021,insulin_B_chain,1ai0,J,30,0,29,1
1021,insulin_B_chain,1ai0,H,30,0,29,1
1021,insulin_B_chain,1ai0,F,30,0,29,1
1021,insulin_B_chain,1ai0,D,30,0,29,1
1021,insulin_B_chain,1ai0,B,30,0,29,1
1021,insulin_B_chain,1mhi,B,30,0,28,1
1021,insulin_B_chain,1hls,B,30,0,28,1
1021,insulin_B_chain,1hiq,B,30,0,28,1
1021,insulin_B_chain,1mhj,B,30,1,29,1
1021,insulin_B_chain,1hit,B,30,0,28,1
1021,insulin_B_chain,1jco,B,30,0,27,1
1021,insulin_B_chain,1sju,,29,0,26,1
1021,insulin_B_chain,1sjt,B,29,0,26,1
1021,insulin_B_chain,1vkt,B,30,0,26,1
1021,insulin_B_chain,1lnp,B,30,0,26,1
1021,insulin_B_chain,1lkq,B,30,0,26,1
1021,insulin_B_chain,1kmf,B,30,0,26,1
1021,insulin_B_chain,1k3m,B,30,0,26,1
1021,insulin_B_chain,1a7f,B,29,0,26,1
1021,insulin_B_chain,1ho0,A,29,0,26,1
1021,insulin_B_chain,1his,B,24,0,24,1
1021,insulin_B_chain,1bzv,B,24,0,24,1
1021,insulin_B_chain,1t1q,B,30,0,25,1
1021,insulin_B_chain,1t1p,B,30,0,25,1
1021,insulin_B_chain,1t1k,B,30,0,25,1
1021,insulin_B_chain,1ioh,B,28,0,24,2
1021,insulin_B_chain,1iog,B,28,0,24,2
1021,insulin_B_chain,1hui,B,28,0,24,2
1021,insulin_B_chain,3lri,A,32,2,17,1
1021,insulin_B_chain,3gf1,,25,0,14,6
1021,insulin_B_chain,2gf1,,25,0,14,6
1021,insulin_B_chain,1pmx,A,25,0,14,6
1021,insulin_B_chain,1bqt,,25,0,14,6
1021,insulin_B_chain,1b9g,A,19,0,13,6
1021,insulin_B_chain,1igl,,25,0,12,3
1022,insulin_A_chain,5aiy,K,21,0,21,1
1022,insulin_A_chain,5aiy,I,21,0,21,1
1022,insulin_A_chain,5aiy,G,21,0,21,1
1022,insulin_A_chain,5aiy,E,21,0,21,1
1022,insulin_A_chain,5aiy,C,21,0,21,1
1022,insulin_A_chain,5aiy,A,21,0,21,1
1022,insulin_A_chain,4aiy,K,21,0,21,1
1022,insulin_A_chain,4aiy,I,21,0,21,1
1022,insulin_A_chain,4aiy,G,21,0,21,1
1022,insulin_A_chain,4aiy,E,21,0,21,1
1022,insulin_A_chain,4aiy,C,21,0,21,1
1022,insulin_A_chain,4aiy,A,21,0,21,1
1022,insulin_A_chain,3aiy,K,21,0,21,1
1022,insulin_A_chain,3aiy,I,21,0,21,1
1022,insulin_A_chain,3aiy,G,21,0,21,1
1022,insulin_A_chain,3aiy,E,21,0,21,1
1022,insulin_A_chain,3aiy,C,21,0,21,1
1022,insulin_A_chain,3aiy,A,21,0,21,1
1022,insulin_A_chain,2hiu,A,21,0,21,1
1022,insulin_A_chain,2aiy,K,21,0,21,1
1022,insulin_A_chain,2aiy,I,21,0,21,1
1022,insulin_A_chain,2aiy,G,21,0,21,1
1022,insulin_A_chain,2aiy,E,21,0,21,1
1022,insulin_A_chain,2aiy,C,21,0,21,1
1022,insulin_A_chain,2aiy,A,21,0,21,1
1022,insulin_A_chain,1xgl,A,21,0,21,1
1022,insulin_A_chain,1t1q,A,21,0,21,1
1022,insulin_A_chain,1t1p,A,21,0,21,1
1022,insulin_A_chain,1t1k,A,21,0,21,1
1022,insulin_A_chain,1sju,,21,0,21,1
1022,insulin_A_chain,1sjt,A,21,0,21,1
1022,insulin_A_chain,1sf1,A,21,0,21,1
1022,insulin_A_chain,1mhj,A,21,0,21,1
1022,insulin_A_chain,1mhi,A,21,0,21,1
1022,insulin_A_chain,1lnp,A,21,0,21,1
1022,insulin_A_chain,1kmf,A,21,0,21,1
1022,insulin_A_chain,1jco,A,21,0,21,1
1022,insulin_A_chain,1hui,A,21,0,21,1
1022,insulin_A_chain,1hls,A,21,0,21,1
1022,insulin_A_chain,1hit,A,21,0,21,1
1022,insulin_A_chain,1his,A,21,0,21,1
1022,insulin_A_chain,1hiq,A,21,0,21,1
1022,insulin_A_chain,1efe,A,21,0,21,1
1022,insulin_A_chain,1bzv,A,21,0,21,1
1022,insulin_A_chain,1aiy,K,21,0,21,1
1022,insulin_A_chain,1aiy,I,21,0,21,1
1022,insulin_A_chain,1aiy,G,21,0,21,1
1022,insulin_A_chain,1aiy,E,21,0,21,1
1022,insulin_A_chain,1aiy,C,21,0,21,1
1022,insulin_A_chain,1aiy,A,21,0,21,1
1022,insulin_A_chain,1ai0,K,21,0,21,1
1022,insulin_A_chain,1ai0,I,21,0,21,1
1022,insulin_A_chain,1ai0,G,21,0,21,1
1022,insulin_A_chain,1ai0,E,21,0,21,1
1022,insulin_A_chain,1ai0,C,21,0,21,1
1022,insulin_A_chain,1ai0,A,21,0,21,1
1022,insulin_A_chain,1a7f,A,21,0,21,1
1022,insulin_A_chain,1k3m,A,21,0,20,1
1022,insulin_A_chain,1ioh,A,21,0,20,1
1022,insulin_A_chain,1iog,A,21,0,20,1
1022,insulin_A_chain,1lkq,A,18,0,18,4
1022,insulin_A_chain,1vkt,A,21,0,19,1
1022,insulin_A_chain,1igl,,20,0,12,1
1022,insulin_A_chain,3lri,A,20,0,11,1
1022,insulin_A_chain,3gf1,,20,0,11,1
1022,insulin_A_chain,2gf1,,20,0,11,1
1022,insulin_A_chain,1pmx,A,20,0,11,1
1022,insulin_A_chain,1bqt,,20,0,11,1
1022,insulin_A_chain,1b9g,A,20,0,11,1
1022,insulin_A_chain,1bon,A,20,0,10,1
1022,insulin_A_chain,1bom,A,20,0,10,1
1023,insulin_B_chain,1sju,,50,8,41,1
1023,insulin_B_chain,1efe,A,60,18,42,1
1023,insulin_B_chain,5aiy,L,22,0,22,1
1023,insulin_B_chain,5aiy,J,22,0,22,1
1023,insulin_B_chain,5aiy,H,22,0,22,1
1023,insulin_B_chain,5aiy,F,22,0,22,1
1023,insulin_B_chain,5aiy,D,22,0,22,1
1023,insulin_B_chain,5aiy,B,22,0,22,1
1023,insulin_B_chain,4aiy,L,22,0,22,1
1023,insulin_B_chain,4aiy,J,22,0,22,1
1023,insulin_B_chain,4aiy,H,22,0,22,1
1023,insulin_B_chain,4aiy,F,22,0,22,1
1023,insulin_B_chain,4aiy,D,22,0,22,1
1023,insulin_B_chain,4aiy,B,22,0,22,1
1023,insulin_B_chain,3aiy,L,22,0,22,1
1023,insulin_B_chain,3aiy,J,22,0,22,1
1023,insulin_B_chain,3aiy,H,22,0,22,1
1023,insulin_B_chain,3aiy,F,22,0,22,1
1023,insulin_B_chain,3aiy,D,22,0,22,1
1023,insulin_B_chain,3aiy,B,22,0,22,1
1023,insulin_B_chain,2hiu,B,22,0,22,1
1023,insulin_B_chain,2aiy,L,22,0,22,1
1023,insulin_B_chain,2aiy,J,22,0,22,1
1023,insulin_B_chain,2aiy,H,22,0,22,1
1023,insulin_B_chain,2aiy,F,22,0,22,1
1023,insulin_B_chain,2aiy,D,22,0,22,1
1023,insulin_B_chain,2aiy,B,22,0,22,1
1023,insulin_B_chain,1xgl,B,22,0,22,1
1023,insulin_B_chain,1sf1,B,22,0,22,1
1023,insulin_B_chain,1mhj,B,22,0,22,1
1023,insulin_B_chain,1jco,B,22,0,22,1
1023,insulin_B_chain,1hit,B,22,0,22,1
1023,insulin_B_chain,1his,B,22,0,22,1
1023,insulin_B_chain,1hiq,B,22,0,22,1
1023,insulin_B_chain,1bzv,B,22,0,22,1
1023,insulin_B_chain,1aiy,L,22,0,22,1
1023,insulin_B_chain,1aiy,J,22,0,22,1
1023,insulin_B_chain,1aiy,H,22,0,22,1
1023,insulin_B_chain,1aiy,F,22,0,22,1
1023,insulin_B_chain,1aiy,D,22,0,22,1
1023,insulin_B_chain,1aiy,B,22,0,22,1
1023,insulin_B_chain,1ai0,L,22,0,22,1
1023,insulin_B_chain,1ai0,J,22,0,22,1
1023,insulin_B_chain,1ai0,H,22,0,22,1
1023,insulin_B_chain,1ai0,F,22,0,22,1
1023,insulin_B_chain,1ai0,D,22,0,22,1
1023,insulin_B_chain,1ai0,B,22,0,22,1
1023,insulin_B_chain,1mhi,B,22,0,21,1
1023,insulin_B_chain,1hls,B,22,0,21,1
1023,insulin_B_chain,5aiy,K,20,0,20,23
1023,insulin_B_chain,5aiy,I,20,0,20,23
1023,insulin_B_chain,5aiy,G,20,0,20,23
1023,insulin_B_chain,5aiy,E,20,0,20,23
1023,insulin_B_chain,5aiy,C,20,0,20,23
1023,insulin_B_chain,5aiy,A,20,0,20,23
1023,insulin_B_chain,4aiy,K,20,0,20,23
1023,insulin_B_chain,4aiy,I,20,0,20,23
1023,insulin_B_chain,4aiy,G,20,0,20,23
1023,insulin_B_chain,4aiy,E,20,0,20,23
1023,insulin_B_chain,4aiy,C,20,0,20,23
1023,insulin_B_chain,4aiy,A,20,0,20,23
1023,insulin_B_chain,3aiy,K,20,0,20,23
1023,insulin_B_chain,3aiy,I,20,0,20,23
1023,insulin_B_chain,3aiy,G,20,0,20,23
1023,insulin_B_chain,3aiy,E,20,0,20,23
1023,insulin_B_chain,3aiy,C,20,0,20,23
1023,insulin_B_chain,3aiy,A,20,0,20,23
1023,insulin_B_chain,2hiu,A,20,0,20,23
1023,insulin_B_chain,2aiy,K,20,0,20,23
1023,insulin_B_chain,2aiy,I,20,0,20,23
1023,insulin_B_chain,2aiy,G,20,0,20,23
1023,insulin_B_chain,2aiy,E,20,0,20,23
1023,insulin_B_chain,2aiy,C,20,0,20,23
1023,insulin_B_chain,2aiy,A,20,0,20,23
1023,insulin_B_chain,1xgl,A,20,0,20,23
1024,insulin_A_chain,5aiy,K,21,0,20,1
1024,insulin_A_chain,5aiy,I,21,0,20,1
1024,insulin_A_chain,5aiy,G,21,0,20,1
1024,insulin_A_chain,5aiy,E,21,0,20,1
1024,insulin_A_chain,5aiy,C,21,0,20,1
1024,insulin_A_chain,5aiy,A,21,0,20,1
1024,insulin_A_chain,4aiy,K,21,0,20,1
1024,insulin_A_chain,4aiy,I,21,0,20,1
1024,insulin_A_chain,4aiy,G,21,0,20,1
1024,insulin_A_chain,4aiy,E,21,0,20,1
1024,insulin_A_chain,4aiy,C,21,0,20,1
1024,insulin_A_chain,4aiy,A,21,0,20,1
1024,insulin_A_chain,3aiy,K,21,0,20,1
1024,insulin_A_chain,3aiy,I,21,0,20,1
1024,insulin_A_chain,3aiy,G,21,0,20,1
1024,insulin_A_chain,3aiy,E,21,0,20,1
1024,insulin_A_chain,3aiy,C,21,0,20,1
1024,insulin_A_chain,3aiy,A,21,0,20,1
1024,insulin_A_chain,2hiu,A,21,0,20,1
1024,insulin_A_chain,2aiy,K,21,0,20,1
1024,insulin_A_chain,2aiy,I,21,0,20,1
1024,insulin_A_chain,2aiy,G,21,0,20,1
1024,insulin_A_chain,2aiy,E,21,0,20,1
1024,insulin_A_chain,2aiy,C,21,0,20,1
1024,insulin_A_chain,2aiy,A,21,0,20,1
1024,insulin_A_chain,1xgl,A,21,0,20,1
1024,insulin_A_chain,1t1q,A,21,0,20,1
1024,insulin_A_chain,1t1p,A,21,0,20,1
1024,insulin_A_chain,1t1k,A,21,0,20,1
1024,insulin_A_chain,1sju,,21,0,20,1
1024,insulin_A_chain,1sjt,A,21,0,20,1
1024,insulin_A_chain,1sf1,A,21,0,20,1
1024,insulin_A_chain,1mhj,A,21,0,20,1
1024,insulin_A_chain,1mhi,A,21,0,20,1
1024,insulin_A_chain,1lnp,A,21,0,20,1
1024,insulin_A_chain,1kmf,A,21,0,20,1
1024,insulin_A_chain,1jco,A,21,0,20,1
1024,insulin_A_chain,1hui,A,21,0,20,1
1024,insulin_A_chain,1hls,A,21,0,20,1
1024,insulin_A_chain,1hit,A,21,0,20,1
1024,insulin_A_chain,1his,A,21,0,20,1
1024,insulin_A_chain,1hiq,A,21,0,20,1
1024,insulin_A_chain,1efe,A,21,0,20,1
1024,insulin_A_chain,1bzv,A,21,0,20,1
1024,insulin_A_chain,1aiy,K,21,0,20,1
1024,insulin_A_chain,1aiy,I,21,0,20,1
1024,insulin_A_chain,1aiy,G,21,0,20,1
1024,insulin_A_chain,1aiy,E,21,0,20,1
1024,insulin_A_chain,1aiy,C,21,0,20,1
1024,insulin_A_chain,1aiy,A,21,0,20,1
1024,insulin_A_chain,1ai0,K,21,0,20,1
1024,insulin_A_chain,1ai0,I,21,0,20,1
1024,insulin_A_chain,1ai0,G,21,0,20,1
1024,insulin_A_chain,1ai0,E,21,0,20,1
1024,insulin_A_chain,1ai0,C,21,0,20,1
1024,insulin_A_chain,1ai0,A,21,0,20,1
1024,insulin_A_chain,1a7f,A,21,0,20,1
1024,insulin_A_chain,1k3m,A,21,0,19,1
1024,insulin_A_chain,1ioh,A,21,0,19,1
1024,insulin_A_chain,1iog,A,21,0,19,1
1024,insulin_A_chain,1lkq,A,18,0,17,4
1024,insulin_A_chain,1vkt,A,21,0,18,1
1024,insulin_A_chain,1igl,,20,0,12,1
1024,insulin_A_chain,3lri,A,20,0,11,1
1024,insulin_A_chain,3gf1,,20,0,11,1
1024,insulin_A_chain,2gf1,,20,0,11,1
1024,insulin_A_chain,1pmx,A,20,0,11,1
1024,insulin_A_chain,1bqt,,20,0,11,1
1024,insulin_A_chain,1b9g,A,20,0,11,1
1024,insulin_A_chain,1bon,A,20,0,10,1
1024,insulin_A_chain,1bom,A,20,0,10,1
1025,insulin_B_chain,5aiy,L,30,0,30,1
1025,insulin_B_chain,5aiy,J,30,0,30,1
1025,insulin_B_chain,5aiy,H,30,0,30,1
